ALLSKY_KT,WS2M,T2M,PS,WS10M,QV2M,RH2M
-0.08067675,-0.0331115,-6.56831868,0.118809,0.20382765,-5.48715864,-6.35638129
-0.00067675,0.4668885,-7.89831868,0.338809,0.71382765,-5.42715864,-2.61638129
-0.06067675,0.0168885,-7.90831868,0.348809,0.17382765,-6.70715864,-8.04638129
-0.04067675,1.4868885,-8.92831868,0.228809,1.94382765,-4.02715864,5.95361871
0.05932325,0.6068885,-9.37831868,0.208809,0.83382765,-2.68715864,13.5136187
-0.05067675,-0.3031115,-8.27831868,-0.091191,-0.19617235,-6.28715864,-4.61638129
-0.03067675,1.5168885,-11.0283187,0.138809,1.90382765,-3.90715864,8.32361871
0.01932325,0.2668885,-10.4983187,0.348809,0.35382765,-3.53715864,14.0136187
-0.00067675,-0.1731115,-7.95831868,0.078809,-0.09617235,-4.63715864,1.14361871
-0.03067675,-0.5531115,-5.89831868,-0.341191,-0.40617235,-3.65715864,-0.11638129
-0.03067675,0.6868885,-6.50831868,-0.511191,1.04382765,-4.51715864,-2.54638129
-0.03067675,0.2968885,-8.31831868,-0.331191,0.53382765,-4.20715864,3.57361871
-0.01067675,0.7568885,-8.86831868,-0.081191,1.02382765,-5.12715864,1.95361871
-0.03067675,0.4468885,-6.93831868,-0.221191,0.79382765,-6.03715864,-7.42638129
-0.00067675,1.4068885,-9.06831868,-0.201191,1.87382765,-4.51715864,4.45361871
-0.00067675,0.7468885,-7.45831868,-0.131191,1.12382765,-5.73715864,-4.23638129
-0.02067675,0.7068885,-7.61831868,0.078809,1.02382765,-6.34715864,-7.48638129
-0.03067675,1.3268885,-8.57831868,0.278809,1.67382765,-4.51715864,3.20361871
-0.03067675,0.1868885,-7.30831868,0.198809,0.42382765,-5.36715864,-3.29638129
0.01932325,0.0568885,-8.25831868,0.168809,-0.00617235,-2.31715864,10.2036187
-0.02067675,1.0868885,-10.4683187,0.228809,1.20382765,-0.36715864,24.7036187
-0.03067675,0.5568885,-10.6783187,0.118809,0.47382765,0.18284136,27.3236187
0.00932325,0.7368885,-11.8383187,-0.111191,0.59382765,1.04284136,32.4536187
0.02932325,0.9468885,-10.3583187,-0.161191,1.00382765,0.79284136,29.4536187
0.08932325,-2.4831115,-6.03831868,-0.491191,-2.90617235,-3.47715864,1.26361871
0.06932325,-0.8731115,-3.49831868,-0.601191,-0.89617235,-1.70715864,0.38361871
-0.02067675,1.2168885,-3.63831868,-0.361191,1.59382765,-2.86715864,-5.42638129
0.14932325,-0.6231115,-8.00831868,-0.211191,-0.52617235,-6.34715864,-5.48638129
-0.07067675,0.5168885,-9.17831868,-0.151191,0.79382765,-5.73715864,0.88361871
-0.07067675,-0.5731115,-7.95831868,-0.211191,-0.44617235,-6.03715864,-3.42638129
0.00932325,-0.3331115,-6.35831868,-0.221191,-0.21617235,-5.61715864,-6.85638129
-0.06067675,0.9168885,-6.74831868,-0.291191,1.30382765,-6.76715864,-11.0463813
-0.02067675,1.0168885,-7.96831868,-0.321191,1.42382765,-5.73715864,-2.98638129
-0.00067675,0.4468885,-9.05831868,0.038809,0.59382765,-4.08715864,7.45361871
-0.03067675,-0.3431115,-5.53831868,0.188809,-0.18617235,-4.32715864,-4.11638129
-0.02067675,-0.7331115,-5.74831868,-0.151191,-0.68617235,-3.96715864,-2.54638129
-0.01067675,0.6368885,-6.03831868,-0.511191,0.96382765,-3.96715864,-1.61638129
-0.05067675,1.3068885,-7.17831868,-0.391191,1.68382765,-2.37715864,6.88361871
-0.04067675,-0.3531115,-9.26831868,-0.011191,-0.48617235,0.00284136,24.7636187
-0.03067675,0.7668885,-8.09831868,-0.051191,1.06382765,-4.81715864,1.38361871
0.00932325,1.1968885,-8.75831868,-0.071191,1.59382765,-4.87715864,2.20361871
0.06932325,-0.2631115,-7.22831868,-0.081191,-0.14617235,-6.58715864,-8.92638129
0.00932325,-1.1531115,-5.83831868,-0.151191,-1.22617235,-6.46715864,-12.9263813
0.01932325,1.1568885,-4.42831868,-0.181191,1.53382765,-3.84715864,-6.11638129
-0.00067675,1.3368885,-3.86831868,-0.161191,1.74382765,-4.08715864,-9.48638129
-0.01067675,1.1268885,-4.63831868,0.018809,1.59382765,-3.59715864,-4.54638129
-0.02067675,0.6268885,-4.95831868,0.078809,0.95382765,-4.63715864,-8.67638129
-0.06067675,0.6568885,-5.90831868,0.008809,0.92382765,-5.48715864,-10.1163813
-0.03067675,1.1268885,-7.38831868,-0.011191,1.43382765,-4.75715864,-2.79638129
0.09932325,0.7468885,-7.87831868,0.098809,1.00382765,-3.41715864,6.26361871
-0.01067675,0.2668885,-6.67831868,0.148809,0.55382765,-4.81715864,-2.54638129
-0.02067675,0.9768885,-6.36831868,0.358809,1.37382765,-4.38715864,-1.85638129
-0.01067675,0.5768885,-7.00831868,0.338809,0.88382765,-4.75715864,-1.92638129
